"id","word","code","code_parent","gender","wcase","soul"
"23708","лейб-кучер","1173925","0","муж","им","1"
"23709","лейб-медик","132544","0","муж","им","1"
"23710","лейб-хирург","1173931","0","муж","им","1"
"23711","лейборизм","132545","0","муж","им","0"
"23712","лейборист","132546","0","муж","им","1"
"23713","лейбористка","4239948","0","жен","им","1"
"23714","лейка","150650","0","жен","им","0"
"23715","лейкемия","150651","0","жен","им","0"
"23716","лейкодерма","1197186","0","жен","им","0"
"23717","лейкоз","132547","0","муж","им","0"
"23718","лейкома","150652","0","жен","им","0"
"23719","лейкопения","150653","0","жен","им","0"
"23720","лейкоплакия","4086295","0","жен","им","0"
"23721","лейкопласт","1173937","0","муж","им","0"
"23722","лейкопластырь","132548","0","муж","им","0"
"23723","лейкотроп","1173943","0","муж","им","0"
"23724","лейкоцит","132549","0","муж","им","0"
"23725","лейкоцитоз","132550","0","муж","им","0"
"23726","лейнафос","1173949","0","муж","им","0"
"23727","лейнер","4086296","0","муж","им","0"
"23728","лейтенант","27525","0","муж","им","1"
"23729","лейтенантик","132551","0","муж","им","1"
"23730","лейтенантишка","132552","0","муж","им","1"
"23731","лейтенантша","150654","0","жен","им","1"
"23732","лейтмелодия","150655","0","жен","им","0"
"23733","лейтмотив","132553","0","муж","им","0"
"23734","лейцин","1173955","0","муж","им","0"
"23735","лейцит","1173961","0","муж","им","0"
"23736","лейшманиоз","4135443","0","муж","им","0"
"23737","лек","132554","0","муж","им","0"
"23738","лекаж","1173967","0","муж","им","0"
"23739","лекало","170562","0","ср","им","0"
"23740","лекальщик","132555","0","муж","им","1"
"23741","лекальщица","150656","0","жен","им","1"
"23742","лекариха","150657","0","жен","им","1"
"23743","лекаришка","132556","0","муж","им","1"
"23744","лекарка","150658","0","жен","им","1"
"23745","лекарство","39977","0","ср","им","0"
"23746","лекарствоведение","170724","0","ср","им","0"
"23747","лекарша","150659","0","жен","им","1"
"23748","лекарь","132557","0","муж","им","1"
"23749","лексема","150660","0","жен","им","0"
"23750","лексика","8957","0","жен","им","0"
"23751","лексикограф","132558","0","муж","им","1"
"23752","лексикография","150661","0","жен","им","0"
"23753","лексиколог","132559","0","муж","им","1"
"23754","лексикология","150662","0","жен","им","0"
"23755","лексикон","132560","0","муж","им","0"
"23756","лексикончик","132561","0","муж","им","0"
"23757","лексикостатистика","4086298","0","жен","им","0"
"23758","лектор","132597","0","муж","им","1"
"23759","лекторий","132598","0","муж","им","0"
"23760","лекториум","132563","0","муж","им","0"
"23761","лектория","150663","0","жен","им","0"
"23762","лекторская","150664","0","жен","им","0"
"23763","лекторство","170564","0","ср","им","0"
"23764","лекторша","150665","0","жен","им","1"
"23765","лектриса","150666","0","жен","им","1"
"23766","лектура","150667","0","жен","им","0"
"23767","лекция","150668","0","жен","им","0"
"23768","лелеяние","170565","0","ср","им","0"
"23769","лелеятель","132564","0","муж","им","1"
"23770","лемех","132565","0","муж","им","0"
"23771","лемеш","132566","0","муж","им","0"
"23772","лемма","150669","0","жен","им","0"
"23773","лемминг","132567","0","муж","им","1"
"23774","лемниската","1197193","0","жен","им","0"
"23775","лемпира","4086299","0","жен","им","0"
"23776","лемур","132568","0","муж","им","1"
"23777","лен","27531","0","муж","им","0"
"23778","лен","4104580","0","муж","им","0"
"23779","ленд-лиз","1173973","0","муж","им","0"
"23780","лендлер","4086300","0","муж","им","0"
"23781","лендлорд","132569","0","муж","им","1"
"23782","лендлордство","170566","0","ср","им","0"
"23783","лендровер","27537","0","муж","им","0"
"23784","ленивец","132570","0","муж","им","1"
"23785","ленивица","150671","0","жен","им","1"
"23786","ленивость","150672","0","жен","им","0"
"23787","ленивый","132571","0","муж","им","1"
"23788","ленивая","150670","132571","жен","им","1"
"23789","леникс","4086301","0","муж","им","0"
"23790","ленинградец","1173979","0","муж","им","1"
"23791","ленинец","132572","0","муж","им","1"
"23792","лениниана","150673","0","жен","им","0"
"23793","ленинизм","27543","0","муж","им","0"
"23794","ленинка","4239961","0","жен","им",NULL
"23795","ленник","132573","0","муж","им","1"
"23796","ленность","8969","0","жен","им","0"
"23797","ленок","132574","0","муж","им",NULL
"23798","леность","8975","0","жен","им","0"
"23799","ленсман","4086302","0","муж","им","1"
"23800","ленсовет","4147890","0","муж","им","0"
"23801","лента","8981","0","жен","им","0"
"23802","ленто","122506","0","ср",NULL,"0"
"23803","лентопрокатчик","132575","0","муж","им","1"
"23804","лентотека","150674","0","жен","им","0"
"23805","ленточка","8987","0","жен","им","0"
"23806","ленточник","132576","0","муж","им","1"
"23807","ленточница","150675","0","жен","им","1"
"23808","лентяй","132540","0","муж","им","1"
"23809","лентяйка","150676","0","жен","им","1"
"23810","лентяйничание","170567","0","ср","им","0"
"23811","лентяйство","170568","0","ср","им","0"
"23812","ленфильм","4147896","0","муж","им","0"
"23813","ленца","150677","0","жен","им","0"
"23814","ленч","132541","0","муж","им","0"
"23815","ленчик","132578","0","муж","им","0"
"23816","лень","8993","0","жен","им","0"
"23817","леопард","132579","0","муж","им","1"
"23818","лепесток","36433","0","муж","им","0"
"23819","лепесточек","132580","0","муж","им","0"
"23820","лепет","132581","0","муж","им","0"
"23821","лепетание","170569","0","ср","им","0"
"23822","лепетун","132582","0","муж","им","1"
"23823","лепетунья","150678","0","жен","им","1"
"23824","лепеха","150679","0","жен","им","0"
"23825","лепешечка","150680","0","жен","им","0"
"23826","лепешечник","132583","0","муж","им","1"
"23827","лепешка","8999","0","жен","им","0"
"23828","лепидодендрон","132584","0","муж","им","0"
"23829","лепидолит","1173985","0","муж","им","0"
"23830","лепидосирен","1173991","0","муж","им","1"
"23831","лепидофит","4135449","0","муж","им","0"
"23832","лепильщик","132585","0","муж","им","1"
"23833","лепка","150681","0","жен","им","0"
"23834","лепление","170570","0","ср","им","0"
"23835","лепнина","150682","0","жен","им","0"
"23836","лепота","150683","0","жен","им","0"
"23837","лепра","150684","0","жен","им","0"
"23838","лепрозорий","132586","0","муж","им","0"
"23839","лепролог","132587","0","муж","им","1"
"23840","лепта","150685","0","жен","им","0"
"23841","лептон","4135455","0","муж","им","0"
"23842","лептоспироз","4086306","0","муж","им","0"
"23843","лепщик","132588","0","муж","им","1"
"23844","лепщица","150686","0","жен","им","1"
"23845","лерка","150687","0","жен","им","0"
"23846","лес","27549","0","муж","им","0"
"23847","леса","9005","0","жен","им","0"
"23848","лесбиянка","150688","0","жен","им","1"
"23849","лесбиянство","4160272","0","ср","им","0"
"23850","лесенка","9011","0","жен","им","0"
"23851","лесина","150689","0","жен","им","0"
"23852","лесинка","150690","0","жен","им","0"
"23853","лесистость","150691","0","жен","им","0"
"23854","лесишко","132589","0","муж","им","0"
"23855","лесище","132590","0","муж","им","0"
"23856","леска","9017","0","жен","им","0"
"23857","лесник","27555","0","муж","им","1"
"23858","лесничество","170571","0","ср","им","0"
"23859","лесничий","132591","0","муж","им","1"
"23860","лесничиха","150692","0","жен","им","1"
"23861","лесоакадемия","150695","0","жен","им","0"
"23862","лесобаза","150696","0","жен","им","0"
"23863","лесобиржа","150697","0","жен","им","0"
"23864","лесование","170572","0","ср","им","0"
"23865","лесоведение","170573","0","ср","им","0"
"23866","лесовик","132592","0","муж","им","1"
"23867","лесовина","150698","0","жен","им","0"
"23868","лесовладелец","132593","0","муж","им","1"
"23869","лесовод","132594","0","муж","им","1"
"23870","лесоводство","170574","0","ср","им","0"
"23871","лесовоз","132595","0","муж","им","0"
"23872","лесовозобновление","170575","0","ср","им","0"
"23873","лесовой","132596","0","муж","им","1"
"23874","лесовосстановление","170576","0","ср","им","0"
"23875","лесовщик","1213335","0","муж","им","1"
"23876","лесовывозка","150699","0","жен","им","0"
"23877","лесовыращивание","170577","0","ср","им","0"
"23878","лесогон","132599","0","муж","им","1"
"23879","лесоделянка","150700","0","жен","им","0"
"23880","лесозавод","132600","0","муж","им","0"
"23881","лесозаготовитель","132601","0","муж","им","1"
"23882","лесозаготовка","150701","0","жен","им","0"
"23883","лесозаготовщик","132602","0","муж","им","1"
"23884","лесозащита","150702","0","жен","им","0"
"23885","лесоистребление","170578","0","ср","им","0"
"23886","лесок","36439","0","муж","им","0"
"23887","лесокомбайн","1173997","0","муж","им","0"
"23888","лесокомбинат","132603","0","муж","им","0"
"23889","лесокультура","150703","0","жен","им","0"
"23890","лесоматериал","132604","0","муж","им","0"
"23891","лесомелиоратор","132605","0","муж","им","1"
"23892","лесомелиорация","150704","0","жен","им","0"
"23893","лесонасаждение","170579","0","ср","им","0"
"23894","лесоохрана","150705","0","жен","им","0"
"23895","лесоочистка","150706","0","жен","им","0"
"23896","лесопарк","132606","0","муж","им","0"
"23897","лесоперевалка","150707","0","жен","им","0"
"23898","лесопиление","170580","0","ср","им","0"
"23899","лесопилка","9023","0","жен","им","0"
"23900","лесопильня","150708","0","жен","им","0"
"23901","лесопильщик","132607","0","муж","им","1"
"23902","лесопитомник","132608","0","муж","им","0"
"23903","лесоповал","132609","0","муж","им","0"
"23904","лесоповальщик","132610","0","муж","им","1"
"23905","лесопогрузка","150709","0","жен","им","0"
"23906","лесопогрузчик","132611","0","муж","им","0"
"23907","лесополоса","150710","0","жен","им","0"
"23908","лесопользование","170581","0","ср","им","0"
"23909","лесопорубка","150711","0","жен","им","0"
"23910","лесопосадка","150712","0","жен","им","0"
"23911","лесопосев","132612","0","муж","им","0"
"23912","лесопромышленник","132613","0","муж","им","1"
"23913","лесопромышленность","150749","0","жен","им","0"
"23914","лесопункт","132614","0","муж","им","0"
"23915","лесоразведение","170582","0","ср","им","0"
"23916","лесоразработка","150750","0","жен","им","0"
"23917","лесоруб","132615","0","муж","им","1"
"23918","лесорубщик","132616","0","муж","им","1"
"23919","лесосад","1174003","0","муж","им","0"
"23920","лесосека","150751","0","жен","им","0"
"23921","лесосклад","132617","0","муж","им","0"
"23922","лесоснабженец","132618","0","муж","им","1"
"23923","лесосплав","132619","0","муж","им","1"
"23924","лесоспуск","132577","0","муж","им","0"
"23925","лесостепь","150714","0","жен","им","0"
"23926","лесотаска","150715","0","жен","им","0"
"23927","лесотехник","1213569","0","муж","им","1"
"23928","лесотехникум","1213575","0","муж","им","0"
"23929","лесоторговец","1213581","0","муж","им","1"
"23930","лесоторговля","150716","0","жен","им","0"
"23931","лесотундра","150717","0","жен","им","0"
"23932","лесоукладчик","1213587","0","муж","им","0"
"23933","лесоустроитель","1213593","0","муж","им","1"
"23934","лесоустройство","170583","0","ср","им","0"
"23935","лесоучасток","1213599","0","муж","им","0"
"23936","лесоферма","1197200","0","жен","им","0"
"23937","лесохимик","1213605","0","муж","им","1"
"23938","лесохимия","150718","0","жен","им","0"
"23939","лесочек","1213611","0","муж","им","0"
"23940","лесоэксплуатация","150719","0","жен","им","0"
"23941","лесоэкспорт","1213617","0","муж","им","0"
"23942","леспедеца","150720","0","жен","им","0"
"23943","леспромхоз","1213623","0","муж","им","0"
"23944","лесс","1213629","0","муж","им","0"
"23945","лессирование","170584","0","ср","им","0"
"23946","лессировка","150721","0","жен","им","0"
"23947","лестница","150722","0","жен","им","0"
"23948","лестничка","150723","0","жен","им","0"
"23949","лестное","170618","0","ср","им","0"
"23950","лестность","150724","0","жен","им","0"
"23951","лестовка","150725","0","жен","им","0"
"23952","лесть","9029","0","жен","им","0"
"23953","лесхоз","1213635","0","муж","им","0"
"23954","лет","1213641","0","муж","им","0"
"23955","лета","9035","0","жен","им","0"
"23956","леталь","4086307","0","жен","им","0"
"23957","летальность","150726","0","жен","им","0"
"23958","летание","170619","0","ср","им","0"
"23959","летаргия","150727","0","жен","им","0"
"23960","летка","150728","0","жен","им","0"
"23961","летка-енка","150729","0","жен","им","0"
"23962","летнаб","1213647","0","муж","им","1"
"23963","летник","1213653","0","муж","им","0"
"23964","лето","39983","0","ср","им","0"
"23965","летовка","150730","0","жен","им","0"
"23966","летоисчисление","39989","0","ср","им","0"
"23967","леток","1213659","0","муж","им","0"
"23968","летописание","170586","0","ср","им","0"
"23969","летописец","1213665","0","муж","им","1"
"23970","летопись","9041","0","жен","им","0"
"23971","летосчисление","39995","0","ср","им","0"
"23972","летун","1213671","0","муж","им","1"
"23973","летунья","150693","0","жен","им","1"
"23974","летучесть","150694","0","жен","им","0"
"23975","летучка","150734","0","жен","им","0"
"23976","летчик","27561","0","муж","им","1"
"23977","летчик-испытатель","1213677","0","муж","им","1"
"23978","летчик-космонавт","1213893","0","муж","им","1"
"23979","летчица","150735","0","жен","им","1"
"23980","летяга","150736","0","жен","им","1"
"23981","леф","4128458","0","муж","им","0"
"23982","лецитин","1213899","0","муж","им","0"
"23983","лечебник","1213689","0","муж","им","0"
"23984","лечебница","150737","0","жен","им","0"
"23985","лечение","40001","0","ср","им","0"
"23986","лечо","122507","0","ср",NULL,"0"
"23987","лешак","1213695","0","муж","им","1"
"23988","лешачина","1213701","0","муж","им","1"
"23989","лешачиха","150738","0","жен","им","1"
"23990","леший","1213707","0","муж","им","1"
"23991","лешовка","150739","0","жен","им","0"
"23992","лещ","1213713","0","муж","им","1"
"23993","лещадь","150740","0","жен","им","0"
"23994","лещик","1213719","0","муж","им","1"
"23995","лещина","150741","0","жен","им","0"
"23996","лещотка","150742","0","жен","им","0"
"23997","лея","150743","0","жен","им","0"
"23998","лжа","150744","0","жен","им","0"
"23999","лжеакация","1197207","0","жен","им","0"
"24000","лжежерех","1174009","0","муж","им","1"
"24001","лжеискусство","170587","0","ср","им","0"
"24002","лжеклассицизм","1213725","0","муж","им","0"
"24003","лжекувшинка","1197213","0","жен","им","0"
"24004","лжелиственница","1197220","0","жен","им","0"
"24005","лженаука","150745","0","жен","им","0"
"24006","лжеплод","1174015","0","муж","им","0"
"24007","лжеприсяга","150746","0","жен","им","0"
"24008","лжепророк","1213731","0","муж","им","1"
"24009","лжепророчество","170588","0","ср","им","0"
"24010","лжесвидетель","1213737","0","муж","им","1"
"24011","лжесвидетельница","150747","0","жен","им","1"
"24012","лжесвидетельство","170589","0","ср","им","0"
"24013","лжетеория","150748","0","жен","им","0"
"24014","лжетолкование","170590","0","ср","им","0"
"24015","лжеучение","170591","0","ср","им","0"
"24016","лжеученый","1213743","0","муж","им","1"
"24017","лжеучитель","1213749","0","муж","им","1"
"24018","лжехристос","1174021","0","муж","им","1"
"24019","лжец","1213755","0","муж","им","1"
"24020","лживость","9047","0","жен","им","0"
"24021","ли","122508","0","ср",NULL,"0"
"24022","лиана","9053","0","жен","им","0"
"24023","либерал","1213761","0","муж","им","1"
"24024","либерализация","4148039","0","жен","им","0"
"24025","либерализм","27567","0","муж","им","0"
"24026","либералка","150898","0","жен","им","1"
"24027","либеральничание","170592","0","ср","им","0"
"24028","либеральничество","170593","0","ср","им","0"
"24029","либеральность","150752","0","жен","им","0"
"24030","либериец","1213767","0","муж","им","1"
"24031","либерийка","150753","0","жен","им","1"
"24032","либерти","122509","0","ср",NULL,"0"
"24033","либидо","4086308","0","ср",NULL,"0"
"24034","либра","4086309","0","жен","им","0"
"24035","либрация","1197227","0","жен","им","0"
"24036","либреттист","1213773","0","муж","им","1"
"24037","либреттистка","150754","0","жен","им","1"
"24038","либретто","122510","0","ср",NULL,"0"
"24039","либриформ","4086310","0","муж","им","0"
"24040","лив","4160468","0","муж","им","1"
"24041","ливан","1213779","0","муж","им","0"
"24042","ливанец","1213785","0","муж","им","1"
"24043","ливанка","150755","0","жен","им","1"
"24044","ливенка","150756","0","жен","им","0"
"24045","ливень","132620","0","муж","им","0"
"24046","ливер","1213563","0","муж","им","0"
"24047","ливерная","150757","0","жен","им","0"
"24048","ливиец","4160416","0","муж","им","1"
"24049","ливийка","4160428","0","жен","им","1"
"24050","ливистона","4086311","0","жен","им","0"
"24051","ливка","4160480","0","жен","им","1"
"24052","ливнеотвод","1213797","0","муж","им","0"
"24053","ливнеспуск","1213803","0","муж","им","0"
"24054","ливнесток","1213809","0","муж","им","0"
"24055","ливонец","1213815","0","муж","им","1"
"24056","ливр","1213821","0","муж","им","0"
"24057","ливрея","150758","0","жен","им","0"
"24058","лига","9059","0","жен","им","0"
"24059","лигатура","150759","0","жен","им","0"
"24060","лигирование","170594","0","ср","им","0"
"24061","лигнин","1213827","0","муж","им","0"
"24062","лигнит","1213833","0","муж","им","0"
"24063","лигностон","1174027","0","муж","им","0"
"24064","лигроин","1213839","0","муж","им","0"
"24065","лиддит","1174033","0","муж","им","0"
"24066","лидер","27579","0","муж","им","1"
"24067","лидерство","40007","0","ср","им","0"
"24068","лидертафель","4086312","0","муж","им","0"
"24069","лидирование","170595","0","ср","им","0"
"24070","лидо","4086313","0","жен",NULL,"0"
"24071","лизание","170596","0","ср","им","0"
"24072","лизат","4135461","0","муж","им","0"
"24073","лизгольдер","4133251","0","муж","им","1"
"24074","лизиметр","1174039","0","муж","им","0"
"24075","лизин","1213845","0","муж","им","0"
"24076","лизис","1213851","0","муж","им","0"
"24077","лизоблюд","1213857","0","муж","им","1"
"24078","лизоблюдка","4239975","0","жен","им","1"
"24079","лизоблюдник","1213863","0","муж","им","1"
"24080","лизоблюдница","150760","0","жен","им","1"
"24081","лизоблюдничание","170597","0","ср","им","0"
"24082","лизоблюдство","170598","0","ср","им","0"
"24083","лизол","1213869","0","муж","им","0"
"24084","лизосома","150761","0","жен","им","0"
"24085","лизоформ","1174045","0","муж","им","0"
"24086","лизоцим","1213875","0","муж","им","0"
"24087","лизун","1213881","0","муж","им","1"
"24088","лизунец","1213887","0","муж","им","0"
"24089","лизунья","150762","0","жен","им","1"
"24090","лик","27585","0","муж","им","0"
"24091","ликбез","1215004","0","муж","им","0"
"24092","ликвация","1197233","0","жен","им","0"
"24093","ликвидамбар","4086316","0","муж","им","0"
"24094","ликвидатор","27591","0","муж","им","1"
"24095","ликвидаторство","170599","0","ср","им","0"
"24096","ликвидация","150763","0","жен","им","0"
"24097","ликвидирование","170600","0","ср","им","0"
"24098","ликвидитет","1174051","0","муж","им","0"
"24099","ликвидность","150764","0","жен","им","0"
"24100","ликвидус","1174057","0","муж","им","0"
"24101","ликвор","4086317","0","муж","им","0"
"24102","ликер","1213905","0","муж","им","0"
"24103","ликерец","1213911","0","муж","им","0"
"24104","ликерчик","1213917","0","муж","им","0"
"24105","ликование","40013","0","ср","им","0"
"24106","ликоподий","1213923","0","муж","им","0"
"24107","ликтор","1213929","0","муж","им","1"
"24108","ликтрос","1213935","0","муж","им","0"
"24109","лилея","150765","0","жен","им","0"
"24110","лилипут","1213941","0","муж","им","1"
"24111","лилипутик","1213947","0","муж","им","1"
"24112","лилипутка","150766","0","жен","им","1"
"24113","лилия","150731","0","жен","им","0"
"24114","лиловатость","150732","0","жен","им","0"
"24115","лиловость","150733","0","жен","им","0"
"24116","лиман","1213953","0","муж","им","0"
"24117","лимацид","4135467","0","муж","им","0"
"24118","лимб","1213959","0","муж","им","0"
"24119","лимит","1213965","0","муж","им","0"
"24120","лимита","1586966","0","жен","им","1"
"24121","лимитация","150768","0","жен","им","0"
"24122","лимитирование","170602","0","ср","им","0"
"24123","лимитроф","1174063","0","муж","им","0"
"24124","лимитчик","1213971","0","муж","им","1"
"24125","лимитчица","150769","0","жен","им","1"
"24126","лимниграф","1174069","0","муж","им","0"
"24127","лимнобионт","4133257","0","муж","им","1"
"24128","лимнограф","4086319","0","муж","им","0"
"24129","лимнолог","1213977","0","муж","им","1"
"24130","лимнология","150770","0","жен","им","0"
"24131","лимнофил","4133263","0","муж","им","1"
"24132","лимон","1213983","0","муж","им","0"
"24133","лимонад","27597","0","муж","им","0"
"24134","лимонад-газес","1213989","0","муж","им","0"
"24135","лимонадчик","1213995","0","муж","им","1"
"24136","лимонарий","1214001","0","муж","им","0"
"24137","лимонит","4086322","0","муж","им","0"
"24138","лимонка","150771","0","жен","им","0"
"24139","лимонник","1214007","0","муж","им","0"
"24140","лимонница","150772","0","жен","им","1"
"24141","лимоновка","150773","0","жен","им","0"
"24142","лимончик","1213791","0","муж","им","0"
"24143","лимузин","27603","0","муж","им","0"
"24144","лимфа","9071","0","жен","им","0"
"24145","лимфаденит","1214019","0","муж","им","0"
"24146","лимфангит","1174075","0","муж","им","0"
"24147","лимфангоит","1174081","0","муж","им","0"
"24148","лимфатик","1214025","0","муж","им","1"
"24149","лимфогранулематоз","1174087","0","муж","им","0"
"24150","лимфоцит","1214031","0","муж","им","0"
"24151","линг","27609","0","муж","им","0"
"24152","лингафон","1174093","0","муж","им","0"
"24153","лингвист","1214037","0","муж","им","1"
"24154","лингвистика","9083","0","жен","им","0"
"24155","лингвистка","150774","0","жен","им","1"
"24156","лингвостилистика","1197239","0","жен","им","0"
"24157","линеаризация","4086323","0","жен","им","0"
"24158","линеаризм","1174099","0","муж","им","0"
"24159","линеарность","4086324","0","жен","им","0"
"24160","линеечка","150775","0","жен","им","0"
"24161","линейка","9089","0","жен","им","0"
"24162","линейность","1197246","0","жен","им","0"
"24163","линейный","1214043","0","муж","им","1"
"24164","линейчатость","4178450","0","жен","им","0"
"24165","линейщик","1214049","0","муж","им","1"
"24166","линек","4129388","0","муж","им","1"
"24167","линек","1214055","0","муж","им","0"
"24168","линемет","1214062","0","муж","им","0"
"24169","линеметатель","1214068","0","муж","им","1"
"24170","линза","9095","0","жен","им","0"
"24171","линийка","150776","0","жен","им","0"
"24172","линимент","4086325","0","муж","им","0"
"24173","линия","150777","0","жен","им","0"
"24174","линкольн","27615","0","муж","им","0"
"24175","линкор","1214074","0","муж","им","0"
"24176","линкос","1214080","0","муж","им","0"
"24177","линкруст","1214086","0","муж","им","0"
"24178","лино","122511","0","ср",NULL,"0"
"24179","линобатист","1214092","0","муж","им","0"
"24180","линовальщик","1214098","0","муж","им","1"
"24181","линование","170603","0","ср","им","0"
"24182","линовка","150778","0","жен","им","0"
"24183","линовщик","1214104","0","муж","им","1"
"24184","линовщица","1197252","0","жен","им","1"
"24185","линогравюра","150779","0","жен","им","0"
"24186","линолеат","1174105","0","муж","им","0"
"24187","линолеум","27621","0","муж","им","0"
"24188","линолеумщик","1214110","0","муж","им","1"
"24189","линометатель","1214116","0","муж","им","0"
"24190","линотип","1214122","0","муж","им","0"
"24191","линотипист","1214128","0","муж","им","1"
"24192","линотипистка","150813","0","жен","им","1"
"24193","линотипия","150814","0","жен","им","0"
"24194","линотрон","1214316","0","муж","им","0"
"24195","линт","1214322","0","муж","им","0"
"24196","линтер","1174111","0","муж","им","0"
"24197","линчевание","170604","0","ср","им","0"
"24198","линчеватель","1214140","0","муж","им","1"
"24199","линь","4129376","0","муж","им","1"
"24200","линь","1214146","0","муж","им","0"
"24201","линька","150781","0","жен","им","0"
"24202","линючесть","150782","0","жен","им","0"
"24203","линяние","170605","0","ср","им","0"
"24204","лионез","1174117","0","муж","им","0"
"24205","лиофилизация","4086326","0","жен","им","0"
"24206","лиофильность","4086327","0","жен","им","0"
"24207","лиофобность","4086328","0","жен","им","0"
"24208","липа","9101","0","жен","им","0"
"24209","липаза","1197259","0","жен","им","0"
"24210","липарит","1174123","0","муж","им","0"
"24211","липец","1214153","0","муж","им","0"
"24212","липид","4135473","0","муж","им","0"
"24213","липка","150783","0","жен","им","0"
"24214","липкость","150784","0","жен","им","0"
"24215","липник","1214159","0","муж","им","0"
"24216","липняк","1214165","0","муж","им","0"
"24217","липовец","1214171","0","муж","им","0"
"24218","липовка","150785","0","жен","им","0"
"24219","липоид","1174129","0","муж","им","0"
"24220","липокаин","4086330","0","муж","им","0"
"24221","липома","150786","0","жен","им","0"
"24222","липонька","1197266","0","жен","им","0"
"24223","липопротеид","4135479","0","муж","им","0"
"24224","липофусцин","1174135","0","муж","им","0"
"24225","липочка","150787","0","жен","им","0"
"24226","липси","122512","0","ср",NULL,"0"
"24227","липучесть","150788","0","жен","им","0"
"24228","липучка","9107","0","жен","им","0"
"24229","лира","9113","0","жен","им","0"
"24230","лиризм","1214177","0","муж","им","0"
"24231","лирик","1214183","0","муж","им","1"
"24232","лирика","9119","0","жен","им","0"
"24233","лиричность","150789","0","жен","им","0"
"24234","лирник","1214189","0","муж","им","1"
"24235","лиро","4086332","0","ср",NULL,"0"
"24236","лирохвост","1214195","0","муж","им","1"
"24237","лис","27633","0","муж","им","1"
"24238","лиса","9125","0","жен","им","1"
"24239","лисель","1214201","0","муж","им","0"
"24240","лисель-спирт","1214207","0","муж","им","0"
"24241","лисенок","1214213","0","муж","им","1"
"24242","лисица","150790","0","жен","им","1"
"24243","лисичка","150791","0","жен","им",NULL
"24244","лиска","150792","0","жен","им","1"
"24245","лисовин","1214219","0","муж","им","1"
"24246","лисогон","1214225","0","муж","им","1"
"24247","лисонька","150767","0","жен","им","1"
"24248","лисоферма","150795","0","жен","им","0"
"24249","лисохвост","1214013","0","муж","им","0"
"24250","лиссабон","1214237","0","муж","им","0"
"24251","лист","27639","0","муж","им","0"
"24252","листаж","1214243","0","муж","им","0"
"24253","листва","9131","0","жен","им","0"
"24254","лиственит","1214249","0","муж","им","0"
"24255","лиственница","150796","0","жен","им","0"
"24256","лиственничник","1214255","0","муж","им","0"
"24257","листвень","150797","0","жен","им","0"
"24258","листвие","170606","0","ср","им","0"
"24259","листвяг","1214261","0","муж","им","0"
"24260","листвяк","1214267","0","муж","им","0"
"24261","листик","27645","0","муж","им","0"
"24262","листоблошка","150798","0","жен","им","1"
"24263","листобой","1214273","0","муж","им","0"
"24264","листовертка","150799","0","жен","им","1"
"24265","листовка","150800","0","жен","им","0"
"24266","листовуха","150801","0","жен","им","0"
"24267","листодер","1214279","0","муж","им","0"
"24268","листоед","1214285","0","муж","им","1"
"24269","листок","36445","0","муж","им","0"
"24270","листокатальный","1214291","0","муж","им","0"
"24271","листокатальная","150802","1214291","жен","им","0"
"24272","листонос","1214297","0","муж","им","1"
"24273","листопад","1214303","0","муж","им","0"
"24274","листопадник","1214309","0","муж","им",NULL
"24275","листопрокатка","150803","0","жен","им","0"
"24276","листопрокатчик","1213683","0","муж","им","1"
"24277","листорез","1214328","0","муж","им","1"
"24278","листочек","36451","0","муж","им","0"
"24279","листье","170607","0","ср","им","0"
"24280","лисятник","1214334","0","муж","им",NULL
"24281","литавра","150804","0","жен","им","0"
"24282","литаврист","1214341","0","муж","им","1"
"24283","литаврщик","1214347","0","муж","им","1"
"24284","литакиноскоп","1174141","0","муж","им","0"
"24285","литания","150805","0","жен","им","0"
"24286","литаскоп","1174147","0","муж","им","0"
"24287","литва","150806","0","жен","им","1"
"24288","литвин","1214353","0","муж","им","1"
"24289","литвинка","150807","0","жен","им","1"
"24290","литгруппа","150808","0","жен","им","0"
"24291","литейка","150809","0","жен","им","0"
"24292","литейный","1214359","0","муж","им","0"
"24293","литейная","150810","1214359","жен","им","0"
"24294","литейщик","1214365","0","муж","им","1"
"24295","литейщица","150811","0","жен","им","1"
"24296","литер","1214371","0","муж","им","0"
"24297","литера","150812","0","жен","им","0"
"24298","литератор","1214377","0","муж","им","1"
"24299","литераторство","170608","0","ср","им","0"
"24300","литераторша","150713","0","жен","им","1"
"24301","литература","9143","0","жен","им","0"
"24302","литературка","150815","0","жен","им","0"
"24303","литературность","1197273","0","жен","им","0"
"24304","литературовед","1214383","0","муж","им","1"
"24305","литературоведение","40019","0","ср","им","0"
"24306","литературщик","1214389","0","муж","им","1"
"24307","литературщина","150816","0","жен","им","0"
"24308","литерник","1214395","0","муж","им","1"
"24309","литий","1214401","0","муж","им","0"
"24310","лития","150817","0","жен","им","0"
"24311","литка","150818","0","жен","им","0"
"24312","литкружок","1174153","0","муж","им","0"
"24313","литмонтаж","1214407","0","муж","им","0"
"24314","литник","1214413","0","муж","им","0"
"24315","литобъединение","4148051","0","ср","им","0"
"24316","литовец","1214419","0","муж","им","1"
"24317","литовка","150819","0","жен","им",NULL
"24318","литогенез","1174159","0","муж","им","0"
"24319","литогенезис","4086333","0","муж","им","0"
"24320","литоглифика","1197279","0","жен","им","0"
